order_id,city,state,order_date,unit_sold,product_name,category_name,store_name
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
1,Torrance,CA,2016-01-01,1,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes"
